,title,data
72,Conocimientos Press - Community of Literary Magazines and Presses," Website https://www.conocimientospressllc.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Feminist, Regional, Translation Year Established 2017 Address DRYTOWN, CA Name Josie Méndez-Negrete Title Publisher Email [email protected] Mission Statement / Editorial Focus Conocimientos Press places emphasis on those stories that voice the heart of their people, as they document stories of struggle and resistance. In our quest for community knowledge, we call for submissions from those who wish to share their stories. The press aims to provide access to scholarly ideas not available in books. Submit your manuscript. We look forward to working with you in the near future. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
73,Contra Mundum Press - Community of Literary Magazines and Presses," Website https://www.contramundumpress.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Reviews, Translation, Visual Art Year Established 2011 Address Brooklyn, NY Name Rainer J. Hanshe Title Publisher Mission Statement / Editorial Focus Our principal interest is in Modernism and the principles developed by the Modernists, though we also publish challenging and visionary works from other eras. The primary aim of Contra Mundum is to publish translations of writers who in their use of form and style are à rebours, or who deviate significantly from more programmatic and spurious forms of experimentation. Our preference is for works that have not yet been translated into English, are out of print, or are poorly translated, for writers whose thinking and aesthetics are in opposition to timely or mainstream currents of thought, value systems, or moralities. We also reprint obscure and out-of-print works we consider significant but which have been forgotten, neglected, or overshadowed. The notion of a poetics of hospitality informs our vision. In being a home to so many lone and often exiled or forgotten voices, CMP serves as a home to world culture, welcoming the voices, and so the lives and experiences, of “foreigners.” From Gilgamesh to Emilio Villa and Mouchard, in publishing translations from as many different languages as we have, CMP not only welcomes strangers into its house, but presents them to the world as our honored guests. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
74,Copper Canyon Press - Community of Literary Magazines and Presses," Website https://www.coppercanyonpress.org/ Type Of Publisher Press Genres Published Poetry Year Established 1972 Address Port Townsend, WA Name Michael Wiegers Title Editor-in-Chief Mission Statement / Editorial Focus Poetry is vital to language and living.  Copper Canyon Press publishes extraordinary poetry from around the world to engage the imaginations and intellects of readers."
75,Cornerstone Press - Community of Literary Magazines and Presses," Website http://www.uwsp.edu/cornerstone Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Autobiography Memoir, Environment Nature, Essays Year Established 1984 Address STEVENS POINT, Wisconsin Name Ross K. Tangedal, Ph.D. Title Director & Publisher Email [email protected] Mission Statement / Editorial Focus ​​​​​​​​​​​Mission
Cornerstone Press provides experiential learning opportunities to students pursuing careers in writing, editing, and publishing, by acquiring and developing writers that inspire, interrogate, and inform; fostering collaboration with community, university, and industry partners; and preparing students for life beyond college.  Vision
To be a leading advocate for Midwestern and regional voices, to develop literary community through strategic growth, and to manage resources ethically through responsible business practices. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
76,Corpus Callosum Press LLC - Community of Literary Magazines and Presses," Website https://www.corpuscallosumpress.com/ Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Drama, Environment Nature, Experimental, Feminist, Humor, Interviews, Visual Art Year Established 2017 Address Hastings, NE Name Eric R. Tucker Title Managing Editor Email [email protected] Mission Statement / Editorial Focus Corpus Callosum Press LLC is a literary press, based in Hastings, Nebraska, that specializes in new fiction, poetry, and creative nonfiction. Like our quite small and unassuming neurological namesake, we aim to connect: through literature and visual art, through shared experiences, through recognition of our common humanity. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
77,Coverstory books - Community of Literary Magazines and Presses," Website http://coverstorybooks.com Type Of Publisher Press Genres Published Fiction, Poetry Year Established 2017 Address Market Rasen, Lincolnshire Name Ian Gouge Mission Statement / Editorial Focus My focus is on literary fiction and poetry (including short story and poetry anthologies). One of my main goals is to help surface writers who might struggle to get published otherwise (including via a hybrid publishing model for some debut works)."
78,Coyote Arts - Community of Literary Magazines and Presses," Website https://coyote-arts.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Translation, Visual Art Year Established 2020 Address Albuquerque, NM Name Jordan Jones Title Co-owner, Co-Publisher, and Editor Email [email protected] Mission Statement / Editorial Focus Coyote Arts is a literary arts publisher dedicated to the power of words and images to transform human lives and the environment we inhabit. We intend to blend a local focus with a global perspective.  We publish works in the genres of poetry, fiction, non-fiction, and drama that engage the sense of wonder and possibility.  We carry on where our previous enterprises—Asylum Arts and Leaping Dog Press—left off, adding a southwest flair and the mischievous nature of Coyote, aligning with our chosen home of Albuquerque, New Mexico. This is a crossroads of culture, blessed with millennia of pre-Columbian culture and a history entwined with that of Mexico. Despite a fraught 400 years of settler culture, we have at present an opportunity to blend world culture in a place where many cultures have come together. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
79,Crisis Chronicles Press - Community of Literary Magazines and Presses," Website http://ccpress.blogspot.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Visual Art Year Established 2008 Address Ohio, 44134 Name John B. Burroughs Title Publisher Mission Statement / Editorial Focus Vital independent literature since 2018. We publish mostly poetry but dabble in other genres. Never a reading fee."
80,Cult. Magazine/Cult. Press - Community of Literary Magazines and Presses," Website https://www.cultmag.net/ Type Of Publisher Magazine, Press Genres Published Audio, Essays, Fiction, Graphic Novels Comics, Poetry, Reviews, Translation, Visual Art Year Established 2022 Address Brooklyn, NY Name Matt Gillick Title Managing Editor, Co-Founder Mission Statement / Editorial Focus Simply put, we’re tired of so many barriers to entry. Whether it’s word count, subject matter limitations, political or religious implications, we’re tired of seeing so many great works being cast aside for one arbitrary reason or another. So, we created a space where that kind of work can thrive. We are in the business of publishing stories, poems, essays, and art that make us feel something and stretch our brains to new realizations of form and possibility.  Cult, as the name suggests, wants the weird, the risk-taking: the stuff that gets tucked away because someone thinks no one would ever publish that.  We want art that challenges and confronts; not coddles and reaffirms.  We will never subscribe to a particular style, theme, or artistic movement. We want all voices from all backgrounds and experience who feel they have something worthy to say to submit. Of course, we want all kinds of folks to submit and grace the pages of our little rag, but what ultimately matters is what shows up on the page. In summation, the work takes priority. Accepts Unsolicited Submissions No Contests no"
81,Curious Curls Publishing - Community of Literary Magazines and Presses," Website https://www.curiouscurlspublishing.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Visual Art Year Established 2021 Address Pittsburgh, PA Name Christian David Loeffler Title Editor Email [email protected] Mission Statement / Editorial Focus Curious Curls Publishing is a literary press based in Pittsburgh, Pennsylvania and established in 2021.  Curious Curls seeks to bring forth a new wave of literature from fascinating authors around the world.  Curiosity is not just an image - it's a way of life.  Publications are not limited by form or genre, but focus is on the way in which these works manage to capture the reader in unexpected ways. Accepts Unsolicited Submissions No"
82,Day Eight - Community of Literary Magazines and Presses," Website http://dayeight.org Type Of Publisher Magazine, Press Genres Published Poetry, Reviews Year Established 2007 Address Washington, DC Name Robert Bettmann Title President Mission Statement / Editorial Focus The mission of Day Eight is to empower individuals and communities to participate in the arts through the production, publication, and promotion of creative projects. Our projects include an arts magazine with literary program, poetry events, an annual college student arts journalism competition, an arts writing fellowship, and education projects. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
83,Deerbrook Editions - Community of Literary Magazines and Presses," Website http://www.deerbrookeditions.com Type Of Publisher Press Genres Published Fiction, Poetry Year Established 2002 Address Cumberland, ME Name Jeffrey Haste Mission Statement / Editorial Focus Deerbrook Editions is a literary small press publishing noteworthy and emerging authors in well-designed trade books. The press presents authors to you in quality paper back books. The design is clean and unique to each book. The press works with authors on book contents and covers, often using original art or photography from author or artist collections. You can purchase books on this site via PayPal using the payment method of your choice. You can view sample pages of several of the latest books at issuu.com/deerbrookeditions. Our mission is to provide literature that is relevant and stimulating, to advocate and support authors by giving them a wider audience, and to connect authors and artists with their community by offering readers a new experience through literature. We plow earnings back into books.
Our garden is one of books. We plant seeds of intellect and harvest nourishment. If you value art and culture then you are in a likely place to find something fruitful for the eye and mind. Our three graces are reading, writing, and teaching."
84,DENSE - Community of Literary Magazines and Presses," Website https://www.densemagazine.org Type Of Publisher Magazine, Online, Press Genres Published Creative Nonfiction, Poetry, Cross Genre Hybrid, Environment Nature, Essays, Experimental, Graphic Novels Comics, Regional, Sci Fi Fantasy Speculative, Visual Art Year Established 2021 Address Newark, NJ Name Petia Morozov Title Director and Editor in Chief Email [email protected] Mission Statement / Editorial Focus DENSE is a space to dream about the beauty of complicated places, and a call to act with care for those places. Learning from New Jersey, America's most densely populated state, DENSE channels the lessons of how we got here and speculates on where we're headed. We celebrate the diversity, tenacity and underdog wisdom that emerge from the dark shadows of the colonial American city. As our world grows ever more urban in ways that defy easy categories, we strive to ask, how? DENSE experiments in storytelling formats that weave world-building, memory and collective action as interconnected practices toward radical belonging. Our Newark-based bookshop, design studio, zine library and community space are a collaborative resource and springboard for place-based transformation with our planet. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
85,Diálogos / Lavender Ink - Community of Literary Magazines and Presses," Website http://www.lavenderink.org Type Of Publisher Press Genres Published Fiction, Poetry, Translation, Visual Art Year Established 1995 Address New Orleans, LA Name Bill Lavender Title Publisher Mission Statement / Editorial Focus ABOUT THE PRESS
Our Privacy Policy  We don’t share any of your information with anyone, ever.  About Lavender Ink and Diálogos  Lavender Ink was founded in 1995 in New Orleans by Bill Lavender, who is still the Director and Editor in Chief. The Press is a sole-proprietorship, not a 501-C3 nor any other type of corporation, and is funded solely by revenues from book sales and some small grants and funding initiatives for individual books. Prior to 2012 the press published only poetry, but is now publishing fiction, nonfiction and other genres, also. Diálogos is an imprint of Lavender Ink devoted to literatures which have cross-cultural significance, primarily but not exclusively literature in translation. It is envisioned, too, that such work will often have a political component.  Although there is no formal editorial board, submissions are peer-reviewed via a large network of poets, writers and scholars around the nation. Many of the authors and translators in our current list peer-review new submissions, and though the list of those who have helped out in the past is long, we single out Peter Thompson, professor of romance languages at Roger Williams University, longtime friend and supporter of the press, whose advice on matters of translation and world literature we cannot do without. It was out of conversations with Peter that Diálogos was born."
86,DILIM Press - Community of Literary Magazines and Presses," Website https://www.dilimpress.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Experimental, Sci Fi Fantasy Speculative Year Established 2026 Address Lewes, DE Name M. Flores Title Anthology Submissions Email [email protected] Mission Statement / Editorial Focus Thank you for your interest.
DILIM is not darkness. It exists between light and shadow to illuminate hidden realms of the archipelago.  DILIM is an independent press started in January 2026 to highlight the work of Filipino diaspora writers specializing in fantasy, science fiction, horror, supernatural, mythological, and folktales (original and retold).  We love the creative community that is moving the culture of the Philippines forward. #bayanihan  We champion literary excellence. We focus on supporting intellectual freedom. 
We pledge to: 
* Support authors who take risks. 
* Challenge readers who seek depth. 
* Focus on creative growth for our community. Accepts Unsolicited Submissions no Charges Writers A Submission/Reading Fee no Author Payments royalties, cash, copies Contests no Instagram https://instagram.com/dilim.press Distributors Coming soon"
87,DISCOUNT GUILLOTINE - Community of Literary Magazines and Presses," Website https://www.discountguillotine.com Type Of Publisher Magazine, Press Genres Published Fiction, Poetry, Cross Genre Hybrid, Essays, Feminist, Interviews, Reviews, Translation Year Established 2024 Address Queens, New York Name Maya Cordero Title Founder Email [email protected] Mission Statement / Editorial Focus DISCOUNT GUILLOTINE is an international collective of artists and editors focused on creating physical communities across the US and Europe, and platforming artists from marginalized communities. We host regular events in New York, Los Angeles, Philadelphia, DC, London, and Glasgow. We accept work written in English, Mandarin, French, Greek, German, and Spanish. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
88,Downingfield Press - Community of Literary Magazines and Presses," Website https://downingfield.com/ Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2017 Address Melbourne, VIC Name Mitchell Cheng-Mader Title Managing Director and Publisher Email [email protected] Mission Statement / Editorial Focus We are an independent Australian publisher with a global reach, committed to amplifying diverse voices and narratives. Our collaboration extends to both seasoned and emerging writers, with a particular emphasis on narrative non-fiction genres such as memoirs, biographies, histories, politics, and current affairs. We are also dedicated to exploring the multifaceted landscape of literary, contemporary, and avant-garde poetry through our critically-acclaimed poetry list."
89,Dream Pop Press - Community of Literary Magazines and Presses," Website https://www.dreampoppress.net Type Of Publisher Press Genres Published Poetry, Reviews, Visual Art Year Established 2017 Address Roanoke, VA Name Isobel O'Hare Title Editor-in-Chief Email [email protected] Mission Statement / Editorial Focus Dream Pop is comprised of Dream Pop Journal, a weekly online literary journal, and Dream Pop Press, its small press arm that published its first set of chapbooks in Fall of 2019 and will publish its second set in 2022. Dream Pop seeks to make space for non-narrative, linguistically inventive writing. We are interested in lyric memoirists, cross-genre experimenters, fearless inventors, and poets who dream in made-up languages. Accepts Unsolicited Submissions No"
90,DSTL Arts - Community of Literary Magazines and Presses," Website https://DSTLArts.org Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Graphic Novels Comics, Visual Art Year Established 2012 Address Los Angeles, California Name Luis Antonio Pichardo Title Founder, Executive Director Email [email protected] Mission Statement / Editorial Focus DSTL Arts is a nonprofit arts mentorship organization that inspires, teaches, and hires emerging artists from underserved communities. This mission is achieved through various programs and publishing opportunities designed to empower emerging artists from historically-marginalized communities in Los Angeles, California.  Our programs include our Poet/Artist Development Program, which serves emerging artists, ages 18 and older, from historically-marginalized communities, teaching them and developing their skills to become working artists. This program guides participants through consistent, year-round mentorship and Teaching Artist Internships as they craft chapbook-length manuscripts of literary and/or visual art for publication through our small press.  Additionally, we offer zine-making and bilingual creative writing workshops in the historically-underserved communities of South Central Los Angeles and East Los Angeles, all of which culminate in the publishing of multiple zines throughout the year, including our Conchas y Café Zine, a zine that anthologizes on a biannual basis the creative writing produced through our bilingual creative writing classes; our annual Art Block Zine, which gathers literary and art submissions from emerging artists residing in Los Angeles County; and our annual Aurtistic Zine, which features literary and art submissions from Autistic artists.  Lastly, we offer community-based literary arts workshops co-led by Teaching Artist Interns hired through our Poet/Artist Development Program. These Teaching Artist Intern-led workshops provide additional professional development for our Teaching Artist Interns as they collaborate with community members to create works of art and writing to be published in a social justice-themed anthology.  All of our publications have a community-centered focus, seeking to empower the most underrepresented populations in mainstream media through the literary and visual arts, ultimately adding to the literary and arts world through our grassroots publications. Accepts Unsolicited Submissions no Author Payments royalties, copies, subscription Contests no Facebook https://facebook.com/DSTLArts Twitter https://twitter.com/DSTLArts Instagram https://instagram.com/DSTLArts Distributors Self-Distribution"
91,Dulzorada Press - Community of Literary Magazines and Presses," Website http://dulzorada.com Type Of Publisher Press Genres Published Fiction, Graphic Novels Comics, Poetry, Translation, Visual Art Year Established 2019 Address Garland, TX Name Jose Garay Boszeta Title content manager / translator / language laborer Mission Statement / Editorial Focus DULZORADA is an Autonomous Press dedicated to the publication of classic and contemporary Latin American literary works in English translation. We are inspired by the necessity to constantly reevaluate, restore and recover Latin American narratives into their historical context for English speaking audiences around the world."
92,EastOver Press - Community of Literary Magazines and Presses," Website https://www.eastoverpress.com Type Of Publisher Online, Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2020 Address Rochester, MA Name Walter Robinson Title Editor Email [email protected] Mission Statement / Editorial Focus EastOver Press is an independent literary press with an online journal named Cutleaf.  EastOver Press specializes in publishing collections of short stories, essays, and poetry in a format that honors both the writing and the writer. We are excited to promote writing that speaks to our commonalities and our differences."
93,Echo Thread Books - Community of Literary Magazines and Presses," Website https://www.echothreadprojects.com Type Of Publisher Press Genres Published Poetry Year Established 2024 Address Skillman, NJ Name Gregg Yupanki Bautista Title Founder & editor Email [email protected] Mission Statement / Editorial Focus Echo Thread Books is an independent small press committed to providing a platform for underrepresented voices from communities that are often systemically overlooked or silenced. We strongly advocate for work from BIPOC authors and the identities that come with their own histories, ensuring that they feel visible. In providing them visibility, we provide others visibility. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
94,Edition Monhardt - Community of Literary Magazines and Presses," Website https://www.monhardt.de Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Translation, Visual Art Year Established 2015 Address Berlin, 12163 Name Stefan Monhardt Mission Statement / Editorial Focus Literature (short prose, poem, essay, reportage) beyond the mainstream – with special focus on contemporary German-speaking authors and South-Eastern Europe. Carefully edited and designed books, foreign poetry published in bilingual editions. Open for experiments, attentive to the dimension of translation and the pluralism of its procedures."
95,Erie Street Press - Community of Literary Magazines and Presses," Website https://www.eriestreetpress.com/ Type Of Publisher Press Genres Published Poetry Year Established 1979 Address Oak Park, IL Name Henry Kranz Title Publisher Email [email protected] Mission Statement / Editorial Focus Contemporary midwestern poetry. Established in 1979, celebrating voices, some of which would otherwise howl.. Accepts Unsolicited Submissions No"
96,Etruscan Press - Community of Literary Magazines and Presses," Website http://www.etruscanpress.org Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Translation, Visual Art Year Established 2001 Address Wilkes-Barre, PA Name Amanda Rabaduex Title Managing Editor Mission Statement / Editorial Focus Housed at Wilkes University and partnering with Youngstown State University, Etruscan is a non-profit literary press working to produce and promote books that nurture the dialogue among genres, cultures, and voices. Etruscan publishes books of poems, novels, short stories, creative non-fiction, criticism, translation, and anthologies. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
97,Ex Ophidia Press - Community of Literary Magazines and Presses," Website https://exophidiapress.org Type Of Publisher Press Genres Published Poetry Year Established 2016 Address Omaha, NE Name Amy Haddad Title Publisher and Chief Editor Email [email protected] Mission Statement / Editorial Focus The mission of Ex Ophidia Press is to publish English language poetry that explores new territories of the imagination by using the traditional techniques of poetry: rhythm and melody, imagery and metaphor, irony and insight, apt language for important ideas. Accepts Unsolicited Submissions no Contests no"
98,Fahmidan Journal - Community of Literary Magazines and Presses," Website https://www.fahmidan.net/ Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Criticism Reviews, Environment Nature, Essays, Feminist, Flash Fiction, Horror Thriller Suspense, Humor, Interviews, Mystery Crime, Political, Regional, Reviews, Sci Fi Fantasy Speculative, Visual Art Year Established 2020 Address London, London Name A.R. Arthur/ A.R.Salandy Title Editor in Chief Email [email protected] Mission Statement / Editorial Focus Founded in the Summer of 2020 by Ranna Kisswani & A.R. Arthur (Formerly A.R. Salandy), Fahmidan Journal hopes to bring out diverse voices and their cacophonous words. Our Press, founded in 2021 is focused on the publication of POC & Women Identifying voices ardent in battle against subjugation! Now in it's third year, Fahmidan Journal is transitioning to a paying market!  We will be publishing quarterly issues with submissions year round. 
Send us your thought provoking existentialism, your phobias, your darkest moments.  Entrance us with your whimsical fantasy. Move us to tears with your truth in a world of suffering. Captivate and intrigue us with your hopes and dreams. Accepts Unsolicited Submissions yes Submission Guidelines URL https://www.fahmidan.net/journal-submissions Reading Period Year round Response Time 25 days Author Payments cash Formats paperback, hardcover, chapbook, ebook, digital Contests no Twitter https://x.com/fahmidangroup Instagram https://www.instagram.com/fahmidangroup/ Number Of Issues Per Year 4 Total Subscribers 3750 Total Circulation 4000+ Number Of Books Published Per Year 1 Distributors Amazon/Fahmidan Do You Have Any Cover Letter Advice? We care more about your writing and getting to know you and your style through it than through your cover letter. Don't stress unless we specifically ask for that call. What Do You Look For In A Submission? Fahmidan Submissions are 24/7 year-round!
Fahmidan comes out four times a year online. Send us your thought-provoking existentialism, your phobias, your darkest moments. Entrance us with your whimsical fantasy. Move us to tears with your truth. What Advice Do You Have For First-time Submitters? Take the time to provide the best submission possible and make sure to edit well. We're all human. Keep submitting even if you dont succeed at first. Who Is Your Ideal Reader? Someone who is curious, believes in diversity in action, whereby everyone is included, not just performatively and finally, a reader who reads between the lines and appreciates the white space just as much!"
99,"Fallen Tree Press, LLC - Community of Literary Magazines and Presses"," Website https://www.fallentreepress.com Type Of Publisher Press Genres Published Poetry Year Established 2022 Address Laurel, MD Name Terri Simon Title Managing Editor Email [email protected] Mission Statement / Editorial Focus Fallen Tree Press is a small press specializing in publishing poetry chapbooks. We are focused on being part of the larger writing community. It’s our intent to promote a diverse group of writers, especially those identifying as women, BIPOC, LGBTQIA+, and members of underserved groups. Whenever possible, a portion of the proceeds from book sales will be donated to charity. The charities will be selected in conjunction with the authors. Accepts Unsolicited Submissions No Contests no"
100,Featherproof Books - Community of Literary Magazines and Presses," Website http://www.featherproof.com Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2005 Address IL, 60622 Name Jason Sommer Title Editor-in-Chief Mission Statement / Editorial Focus Publishing strange and beautiful fiction and nonfiction and post-, trans-, and inter-genre tragicomedy."
101,FENCE - Community of Literary Magazines and Presses," Website http://www.fenceportal.org Type Of Publisher Magazine, Press Genres Published Fiction, Poetry, Audio, Essays, Reviews, Translation, Visual Art Year Established 1998 Address Astoria, New York Name Emily Wallis Hughes, Jason Zuzga Title Editorial Co-Director Mission Statement / Editorial Focus Fence maintains a venue, in print, aural, and digital forms, for writing that speaks across genre, sociocultural niche and ideological boundary as accessibly as it can, such that Fence publishes largely from its unsolicited submissions and is committed to the literature and art of queer writers and writers of color.  Fence encourages collective appreciation of variousness by inhering collectively outside of the constraints of opinion, trend, and market. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
102,Feral Dove - Community of Literary Magazines and Presses," Website https://feraldove.com/ Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Audio, Autobiography Memoir, Drama, Essays, Experimental, Interviews, Sci Fi Fantasy Speculative, Visual Art Year Established 2020 Address Philadelphia, PA Name Evan Femino Title Publisher Email [email protected] Mission Statement / Editorial Focus Feral Dove is an independent small press publishing books that are uncompromising & urgent from writers around the world. Feral Dove Magazine is an irregularly updated internet archive featuring experiments in visual poetry & other cyberwriting."
103,Fernwood Press - Community of Literary Magazines and Presses," Website https://www.fernwoodpress.com/ Type Of Publisher Press Genres Published Poetry Year Established 2018 Address Newberg, OR Name Eric Muhr Title editor Mission Statement / Editorial Focus Fernwood Press promotes poetry collections that speak to the human capacity for spiritual experience.  A not-for-profit literary imprint, Fernwood Press is named for a one-acre plot of land overlooking a meandering creek in what was an unincorporated area of Yamhill County on the easterly boundary of Newberg, Oregon, site of the state’s first Quaker meeting. Four prominent headstones mark the graves of the Brutscher and Everest families in this Pioneer Cemetery. It adjoins Friends Cemetery, the burial ground of the community of Quakers drawn to Newberg following the platting of the town by Jesse Edwards in 1883. As the enclave of the area’s first Quaker families, Fernwood represents both our roots as a Quaker press and our aim to provide a home to all poets whose collections uphold and perpetuate the Quaker pursuit of corporate mysticism. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
104,Fifth Stanza Press - Community of Literary Magazines and Presses," Website https://www.fifthstanzapress.com/ Type Of Publisher Press Genres Published Poetry Year Established 2026 Address Portola Valley, CA Name John Fadely Title Publisher Email [email protected] Mission Statement / Editorial Focus Fifth Stanza Press is dedicated to publishing debut and second collections of poetry by writers in midlife or later.  Writing and publishing poems later in life may come without conventional literary credentials, but for Fifth Stanza, the only credential is the poetry itself. Our purpose is to help give voice to older writers who haven't yet found their place. We admire and are open to a diverse range of poetic styles, schools and movements. Accepts Unsolicited Submissions yes Submission Guidelines URL https://www.fifthstanzapress.com/submissions Reading Period Varies Response Time 3-5 months Charges Writers A Submission/Reading Fee no Author Payments royalties, cash, copies Contests no Facebook https://www.facebook.com/people/Fifth-Stanza-Press/61588550017243/?mibextid=wwXIfr&rdid=a7ZXGCYzRm0lJE3q&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1HJZ4BsxaP%2F%3Fmibextid%3DwwXIfr Instagram https://www.instagram.com/fifth_stanza_press?igsh=MTJsZmZhN2ViMzA2cQ%3D%3D Distributors pending What Do You Look For In A Submission? We believe in the power of mining creativity from life experience. The richness of your experience—and how this is reflected in your poems—matters to us and the community of readers we’re building."
105,fifth wheel press - Community of Literary Magazines and Presses," Website http://fifthwheelpress.com Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Criticism Reviews, Drama, Essays, Experimental, Flash Fiction, Interviews, Reviews, Visual Art Year Established 2019 Address Owings Mills, MD Name Nat Raum Title Editor-in-Chief Mission Statement / Editorial Focus Originally founded by editor-in-chief nat raum in 2019 as a photobook press for lens-based artists of marginalized genders, fifth wheel press is a space for those who are historically underrepresented in creative communities. We aim to publish dynamic art and writing by queer, trans, and gender variant creatives in the form of monographs, zines, anthologies, chapbooks, and more. We believe a truly inclusive space must be intersectional; as such, we welcome, celebrate, and prioritize submissions from those who belong to other marginalized groups in addition to the queer community, including but not limited to BIPOC, disabled, and neurodivergent artists and writers.  fifth wheel press is based primarily on the unceded territory of the Piscataway Conoy and Susquehannock Tribes (Baltimore, MD, USA). Accepts Unsolicited Submissions yes Submission Guidelines URL https://fifthwheelpress.com/submit Reading Period Varies Response Time 2 months Charges Writers A Submission/Reading Fee no Author Payments royalties, copies Contests no Distributors Asterism"
106,First Matter Press - Community of Literary Magazines and Presses," Website https://www.firstmatterpress.org/ Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2017 Address PORTLAND, OR Name Ash Goodwin Title President Mission Statement / Editorial Focus First Matter Press is a non-profit press in Portland, Oregon founded in 2018 to dissolve publication barriers for first-time poets and genre-breaking writers.  ​We amplify local voices while empowering authorial ownership. With 22 titles available or in production, our annual releases center community and craft by inviting authors into a creative cohort where they crystallize manuscripts in dialogue with editors and fellow writers and collaborate with featured artists on original cover art. First Matter Press is a 501(c)(3) non-profit organization and our authors maintain 100% copyrights and sales royalties of their published work.  We actively practice bias-awareness, inclusion and equity. We encourage submissions from BIPOC, LGBTQIA+ and neurodiverse authors. Accepts Unsolicited Submissions No Contests no"
107,Flipped Mitten Press - Community of Literary Magazines and Presses," Website https://www.flippedmittenpress.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Visual Art Year Established 2021 Address Ligonier, IN Name Kristy Burmeister Mission Statement / Editorial Focus We are an independent publisher of poetry, memoir, and genre fiction. Flipped Mitten Press champions emerging authors, especially those who are frequently overlooked by the publishing industry.  What do we mean by “overlooked” authors? To us, this looks like (but isn’t limited to): BIPOC, women, LGBTQ+, neurodiverse, disabled, and working-class writers. If you face systemic barriers while trying to break into the literary world, we mean you.  As we deeply understand the power of storytelling and resilience, we’re committed to fostering a nurturing environment where authors find support, encouragement, and compensation for their creative work. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
108,Foofaraw - Community of Literary Magazines and Presses," Website https://foofaraw.press Type Of Publisher Magazine, Online, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Audio, Criticism Reviews, Essays, Graphic Novels Comics, Interviews, Sci Fi Fantasy Speculative Year Established 2022 Address Napa, CA Name Kevin Kortum Title Editor Email [email protected] Mission Statement / Editorial Focus Spread the love of surreal storytelling and give outsiders a place to share their voices. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
